"origin","destiny","sex","age","accepted_total","rejected_total","total","predict2015"
"Somalia","Luxemburgo","Hombres","14 a 17",0,10,10,0.7994
"Túnez","Luxemburgo","Hombres","14 a 17",0,10,10,0.0536
"Chad","Malta","Hombres","14 a 17",0,5,5,0.7978
"Costa de Marfil","Malta","Hombres","14 a 17",5,15,20,0.7707
"Eritrea","Malta","Hombres","14 a 17",25,0,25,0.9765
"Etiopía","Malta","Hombres","14 a 17",0,5,5,0.8605
"Gambia","Malta","Hombres","14 a 17",0,10,10,0.6619
"Ghana","Malta","Hombres","14 a 17",0,15,15,0.6638
"Guinea","Malta","Hombres","14 a 17",0,5,5,0.8217
"Mali","Malta","Hombres","14 a 17",10,15,25,0.8289
"Níger","Malta","Hombres","14 a 17",0,15,15,0.7443
"Nigeria","Malta","Hombres","14 a 17",5,10,15,0.5597
"Senegal","Malta","Hombres","14 a 17",5,0,5,0.6896
"Siria","Malta","Hombres","14 a 17",5,0,5,0.9876
"Somalia","Malta","Hombres","14 a 17",150,0,150,0.9604
"Afganistán","Polonia","Hombres","14 a 17",5,0,5,0.8787
"Algeria","Polonia","Hombres","14 a 17",0,5,5,0.2577
"Armenia","Polonia","Hombres","14 a 17",5,10,15,0.3557
"Georgia","Polonia","Hombres","14 a 17",5,55,60,0.1905
"Rusia","Polonia","Hombres","14 a 17",195,280,475,0.6051
"Ucrania","Polonia","Hombres","14 a 17",0,15,15,0.3706
"Vietnam","Polonia","Hombres","14 a 17",0,10,10,0.326
"Guinea","Portugal","Hombres","14 a 17",5,20,25,0.8094
"Afganistán","Reino Unido","Hombres","14 a 17",3175,660,3835,0.727
"Albania","Reino Unido","Hombres","14 a 17",570,245,815,0.1888
"Algeria","Reino Unido","Hombres","14 a 17",75,40,115,0.1132
"Angola","Reino Unido","Hombres","14 a 17",15,5,20,0.3196
"Apátrida","Reino Unido","Hombres","14 a 17",30,5,35,0.8607
"Armenia","Reino Unido","Hombres","14 a 17",0,5,5,0.1688
"Bangladesh","Reino Unido","Hombres","14 a 17",125,50,175,0.1985
"China (incluye Hong Kong)","Reino Unido","Hombres","14 a 17",55,30,85,0.4436
"Corea del Norte","Reino Unido","Hombres","14 a 17",15,5,20,0.6311
"Costa de Marfil","Reino Unido","Hombres","14 a 17",5,0,5,0.4426
"Desconocido","Reino Unido","Hombres","14 a 17",5,0,5,0.5499
"Egipto","Reino Unido","Hombres","14 a 17",35,15,50,0.4246
"Emiratos Árabes Unidos","Reino Unido","Hombres","14 a 17",5,0,5,1
"Eritrea","Reino Unido","Hombres","14 a 17",665,115,780,0.9075
"Estados Unidos","Reino Unido","Hombres","14 a 17",0,5,5,0.1359
"Etiopía","Reino Unido","Hombres","14 a 17",15,0,15,0.5931
"Gambia","Reino Unido","Hombres","14 a 17",10,0,10,0.3163
"Ghana","Reino Unido","Hombres","14 a 17",0,5,5,0.3181
"Guinea","Reino Unido","Hombres","14 a 17",15,5,20,0.5212
"India","Reino Unido","Hombres","14 a 17",30,30,60,0.0551
"Irán","Reino Unido","Hombres","14 a 17",860,310,1170,0.7467
"Iraq","Reino Unido","Hombres","14 a 17",480,195,675,0.8089
"Jamaica","Reino Unido","Hombres","14 a 17",5,0,5,0.4903
"Kosovo","Reino Unido","Hombres","14 a 17",10,0,10,0.1284
"Kuwait","Reino Unido","Hombres","14 a 17",10,0,10,0.7925
"Líbano","Reino Unido","Hombres","14 a 17",0,10,10,0.1967
"Libia","Reino Unido","Hombres","14 a 17",30,25,55,0.5086
"Mali","Reino Unido","Hombres","14 a 17",0,5,5,0.5336
"Marruecos","Reino Unido","Hombres","14 a 17",55,20,75,0.1517
"Mauricio","Reino Unido","Hombres","14 a 17",0,5,5,0.1071
"Myanmar/Burma","Reino Unido","Hombres","14 a 17",0,5,5,0.8076
"Nigeria","Reino Unido","Hombres","14 a 17",35,50,85,0.2309
"Pakistán","Reino Unido","Hombres","14 a 17",155,320,475,0.3347
"Palestina","Reino Unido","Hombres","14 a 17",70,25,95,0.8345
"Rep. Dem. Congo","Reino Unido","Hombres","14 a 17",25,20,45,0.4047
"Rusia","Reino Unido","Hombres","14 a 17",5,5,10,0.3605
"Serbia","Reino Unido","Hombres","14 a 17",0,5,5,0.0602
"Sierra Leona","Reino Unido","Hombres","14 a 17",5,0,5,0.4833
"Siria","Reino Unido","Hombres","14 a 17",125,30,155,0.9494
"Somalia","Reino Unido","Hombres","14 a 17",150,25,175,0.8514
"Sri Lanka","Reino Unido","Hombres","14 a 17",75,65,140,0.5546
"Sudáfrica","Reino Unido","Hombres","14 a 17",5,20,25,0.2288
"Sudán","Reino Unido","Hombres","14 a 17",110,30,140,0.7237
"Turquía","Reino Unido","Hombres","14 a 17",80,80,160,0.3374
"Uganda","Reino Unido","Hombres","14 a 17",5,0,5,0.6671
"Vietnam","Reino Unido","Hombres","14 a 17",120,25,145,0.151
"Yemen","Reino Unido","Hombres","14 a 17",5,0,5,0.6431
"Zimbabwe","Reino Unido","Hombres","14 a 17",85,110,195,0.6405
"Afganistán","República Checa","Hombres","14 a 17",0,5,5,0.8674
"Rusia","República Checa","Hombres","14 a 17",5,0,5,0.5806
"Siria","República Checa","Hombres","14 a 17",5,0,5,0.9788
"Turquía","República Checa","Hombres","14 a 17",0,30,30,0.5557
"Ucrania","República Checa","Hombres","14 a 17",5,0,5,0.3473
"Afganistán","Rumanía","Hombres","14 a 17",30,95,125,0.6333
"Algeria","Rumanía","Hombres","14 a 17",0,10,10,0.0765
"Bangladesh","Rumanía","Hombres","14 a 17",0,5,5,0.1384
"India","Rumanía","Hombres","14 a 17",0,15,15,0.0365
"Iraq","Rumanía","Hombres","14 a 17",10,0,10,0.733
"Marruecos","Rumanía","Hombres","14 a 17",0,5,5,0.1039
"Moldavia","Rumanía","Hombres","14 a 17",0,15,15,0.0476
"Pakistán","Rumanía","Hombres","14 a 17",0,30,30,0.246
"Siria","Rumanía","Hombres","14 a 17",45,10,55,0.924
"Somalia","Rumanía","Hombres","14 a 17",5,0,5,0.788
"Afganistán","Suecia","Hombres","14 a 17",5405,835,6240,0.7124
"Albania","Suecia","Hombres","14 a 17",5,165,170,0.178
"Algeria","Suecia","Hombres","14 a 17",10,115,125,0.1062
"Apátrida","Suecia","Hombres","14 a 17",490,110,600,0.8518
"Armenia","Suecia","Hombres","14 a 17",5,45,50,0.1589
"Azerbaijan","Suecia","Hombres","14 a 17",15,45,60,0.3331
"Bangladesh","Suecia","Hombres","14 a 17",0,10,10,0.1872
"Bielorrusia","Suecia","Hombres","14 a 17",0,30,30,0.3147
"Bolivia","Suecia","Hombres","14 a 17",5,5,10,0.1545
"Bosnia y Herzegovina","Suecia","Hombres","14 a 17",0,90,90,0.0679
"Burundi","Suecia","Hombres","14 a 17",0,10,10,0.5556
"Camerún","Suecia","Hombres","14 a 17",5,0,5,0.4074
"Chile","Suecia","Hombres","14 a 17",0,5,5,0
"China (incluye Hong Kong)","Suecia","Hombres","14 a 17",0,10,10,0.4258
"Desconocido","Suecia","Hombres","14 a 17",15,135,150,0.5319
"Djibouti","Suecia","Hombres","14 a 17",0,5,5,0.575
"Egipto","Suecia","Hombres","14 a 17",0,10,10,0.4071
"El Salvador","Suecia","Hombres","14 a 17",0,15,15,0.2512
"Eritrea","Suecia","Hombres","14 a 17",1045,25,1070,0.9013
"Etiopía","Suecia","Hombres","14 a 17",50,20,70,0.5755
"Gambia","Suecia","Hombres","14 a 17",10,30,40,0.3009
"Georgia","Suecia","Hombres","14 a 17",0,20,20,0.0745
"Ghana","Suecia","Hombres","14 a 17",5,10,15,0.3026
"Guinea","Suecia","Hombres","14 a 17",5,25,30,0.5031
"India","Suecia","Hombres","14 a 17",0,5,5,0.0515
"Irán","Suecia","Hombres","14 a 17",65,145,210,0.7327
"Iraq","Suecia","Hombres","14 a 17",405,580,985,0.7975
"Jordán","Suecia","Hombres","14 a 17",5,20,25,0.3237
"Kazakhstan","Suecia","Hombres","14 a 17",5,60,65,0.1929
"Kenya","Suecia","Hombres","14 a 17",0,15,15,0.2442
"Kosovo","Suecia","Hombres","14 a 17",20,200,220,0.1205
"Kyrgyzstan","Suecia","Hombres","14 a 17",5,40,45,0.2134
"Líbano","Suecia","Hombres","14 a 17",10,45,55,0.1856
"Libia","Suecia","Hombres","14 a 17",20,30,50,0.4906
"Macedonia","Suecia","Hombres","14 a 17",0,105,105,0.0113
"Marruecos","Suecia","Hombres","14 a 17",45,335,380,0.1427
"Mongolia","Suecia","Hombres","14 a 17",0,55,55,0.0744
"Montenegro","Suecia","Hombres","14 a 17",0,5,5,0.0262
"Nigeria","Suecia","Hombres","14 a 17",20,20,40,0.2184
"Pakistán","Suecia","Hombres","14 a 17",5,30,35,0.3188
"Rep. Dem. Congo","Suecia","Hombres","14 a 17",5,5,10,0.3875
"Rumanía","Suecia","Hombres","14 a 17",0,5,5,0.0275
"Rusia","Suecia","Hombres","14 a 17",35,135,170,0.344
"Serbia","Suecia","Hombres","14 a 17",15,530,545,0.0562
"Sierra Leona","Suecia","Hombres","14 a 17",10,5,15,0.4652
"Siria","Suecia","Hombres","14 a 17",1110,100,1210,0.9458
"Somalia","Suecia","Hombres","14 a 17",1280,375,1655,0.8421
"Sudán","Suecia","Hombres","14 a 17",5,5,10,0.709
"Tajikistán","Suecia","Hombres","14 a 17",0,15,15,0.2379
"Tanzania","Suecia","Hombres","14 a 17",0,10,10,0.2017
"Túnez","Suecia","Hombres","14 a 17",0,15,15,0.0704
"Turquía","Suecia","Hombres","14 a 17",10,40,50,0.3215
"Ucrania","Suecia","Hombres","14 a 17",0,15,15,0.1677
"Uganda","Suecia","Hombres","14 a 17",35,20,55,0.6508
"Uzbekistán","Suecia","Hombres","14 a 17",10,45,55,0.322
"Vietnam","Suecia","Hombres","14 a 17",10,5,15,0.142
"Yemen","Suecia","Hombres","14 a 17",40,45,85,0.6264
"Afganistán","Alemania","Mujeres","14 a 17",625,390,1015,0.8121
"Albania","Alemania","Mujeres","14 a 17",5,80,85,0.2741
"Angola","Alemania","Mujeres","14 a 17",5,10,15,0.4326
"Apátrida","Alemania","Mujeres","14 a 17",30,25,55,0.9093
"Armenia","Alemania","Mujeres","14 a 17",5,60,65,0.2478
"Azerbaijan","Alemania","Mujeres","14 a 17",5,55,60,0.4655
"Bosnia y Herzegovina","Alemania","Mujeres","14 a 17",0,370,370,0.1127
"Bulgaria","Alemania","Mujeres","14 a 17",0,5,5,0
"Camboya","Alemania","Mujeres","14 a 17",0,5,5,0.5293
"Camerún","Alemania","Mujeres","14 a 17",0,10,10,0.5452
"China (incluye Hong Kong)","Alemania","Mujeres","14 a 17",15,10,25,0.564
"Costa de Marfil","Alemania","Mujeres","14 a 17",5,0,5,0.563
"Desconocido","Alemania","Mujeres","14 a 17",120,70,190,0.6647
"Egipto","Alemania","Mujeres","14 a 17",0,5,5,0.5449
"Eritrea","Alemania","Mujeres","14 a 17",120,10,130,0.9409
"Etiopía","Alemania","Mujeres","14 a 17",60,155,215,0.7028
"Gambia","Alemania","Mujeres","14 a 17",10,0,10,0.4287
"Georgia","Alemania","Mujeres","14 a 17",0,35,35,0.1231
"Guinea","Alemania","Mujeres","14 a 17",30,10,40,0.6385
"Hungría","Alemania","Mujeres","14 a 17",0,5,5,0
"India","Alemania","Mujeres","14 a 17",0,5,5,0.0865
"Irán","Alemania","Mujeres","14 a 17",170,95,265,0.827
"Iraq","Alemania","Mujeres","14 a 17",700,280,980,0.8729
"Kenya","Alemania","Mujeres","14 a 17",10,30,40,0.3604
"Kosovo","Alemania","Mujeres","14 a 17",10,355,365,0.1929
"Líbano","Alemania","Mujeres","14 a 17",0,25,25,0.2844
"Macedonia","Alemania","Mujeres","14 a 17",0,760,760,0.0195
"Mongolia","Alemania","Mujeres","14 a 17",0,5,5,0.123
"Montenegro","Alemania","Mujeres","14 a 17",0,50,50,0.0449
"Myanmar/Burma","Alemania","Mujeres","14 a 17",5,0,5,0.8719
"Nigeria","Alemania","Mujeres","14 a 17",15,25,40,0.3276
"Pakistán","Alemania","Mujeres","14 a 17",30,35,65,0.4494
"Rep. Dem. Congo","Alemania","Mujeres","14 a 17",25,35,60,0.5245
"Ruanda","Alemania","Mujeres","14 a 17",5,0,5,0.7473
"Rusia","Alemania","Mujeres","14 a 17",55,380,435,0.4777
"Serbia","Alemania","Mujeres","14 a 17",5,1805,1810,0.0942
"Sierra Leona","Alemania","Mujeres","14 a 17",15,5,20,0.6028
"Siria","Alemania","Mujeres","14 a 17",965,130,1095,0.9682
"Somalia","Alemania","Mujeres","14 a 17",140,15,155,0.9029
"Sri Lanka","Alemania","Mujeres","14 a 17",15,10,25,0.6689
"Turquía","Alemania","Mujeres","14 a 17",55,80,135,0.4525
"Vietnam","Alemania","Mujeres","14 a 17",5,80,85,0.2239
"Afganistán","Austria","Mujeres","14 a 17",200,90,290,0.8415
"Apátrida","Austria","Mujeres","14 a 17",0,5,5,0.9249
"Armenia","Austria","Mujeres","14 a 17",5,50,55,0.2881
"Azerbaijan","Austria","Mujeres","14 a 17",0,10,10,0.5169
"Bosnia y Herzegovina","Austria","Mujeres","14 a 17",0,30,30,0.1349
"China (incluye Hong Kong)","Austria","Mujeres","14 a 17",0,5,5,0.6138
"Eritrea","Austria","Mujeres","14 a 17",5,0,5,0.9514
"Georgia","Austria","Mujeres","14 a 17",5,15,20,0.1471
"Irán","Austria","Mujeres","14 a 17",30,10,40,0.8545
"Iraq","Austria","Mujeres","14 a 17",70,0,70,0.8941
"Kazakhstan","Austria","Mujeres","14 a 17",0,5,5,0.3386
"Kosovo","Austria","Mujeres","14 a 17",10,40,50,0.2269
"Macedonia","Austria","Mujeres","14 a 17",0,30,30,0.0239
"Mongolia","Austria","Mujeres","14 a 17",0,25,25,0.147
"Nigeria","Austria","Mujeres","14 a 17",10,20,30,0.3744
"Rep. Dem. Congo","Austria","Mujeres","14 a 17",10,0,10,0.5754
"Rusia","Austria","Mujeres","14 a 17",85,265,350,0.5291
"Serbia","Austria","Mujeres","14 a 17",5,45,50,0.1132
"Siria","Austria","Mujeres","14 a 17",35,0,35,0.974
"Somalia","Austria","Mujeres","14 a 17",75,5,80,0.9195
"Turquía","Austria","Mujeres","14 a 17",5,5,10,0.5038
"Uzbekistán","Austria","Mujeres","14 a 17",0,5,5,0.5043
"Afganistán","Bélgica","Mujeres","14 a 17",120,80,200,0.8318
"Albania","Bélgica","Mujeres","14 a 17",15,95,110,0.3017
"Angola","Bélgica","Mujeres","14 a 17",5,40,45,0.4659
"Armenia","Bélgica","Mujeres","14 a 17",0,85,85,0.2737
"Azerbaijan","Bélgica","Mujeres","14 a 17",0,5,5,0.4992
"Bosnia y Herzegovina","Bélgica","Mujeres","14 a 17",0,25,25,0.1269
"Bulgaria","Bélgica","Mujeres","14 a 17",0,5,5,0
"Burundi","Bélgica","Mujeres","14 a 17",5,20,25,0.7138
"Camerún","Bélgica","Mujeres","14 a 17",0,5,5,0.5784
"China (incluye Hong Kong)","Bélgica","Mujeres","14 a 17",10,0,10,0.5968
"Costa de Marfil","Bélgica","Mujeres","14 a 17",10,5,15,0.5958
"Desconocido","Bélgica","Mujeres","14 a 17",5,20,25,0.694
"Djibouti","Bélgica","Mujeres","14 a 17",10,5,15,0.7297
"Eslovaquia","Bélgica","Mujeres","14 a 17",0,30,30,0
"Etiopía","Bélgica","Mujeres","14 a 17",0,5,5,0.7302
"Georgia","Bélgica","Mujeres","14 a 17",0,25,25,0.1384
"Guinea","Bélgica","Mujeres","14 a 17",105,85,190,0.669
"Haití","Bélgica","Mujeres","14 a 17",0,5,5,0.3841
"Hungría","Bélgica","Mujeres","14 a 17",0,10,10,0
"Irán","Bélgica","Mujeres","14 a 17",5,40,45,0.8455
"Iraq","Bélgica","Mujeres","14 a 17",45,35,80,0.8871
"Kazakhstan","Bélgica","Mujeres","14 a 17",0,20,20,0.3229
"Kenya","Bélgica","Mujeres","14 a 17",0,5,5,0.392
"Kosovo","Bélgica","Mujeres","14 a 17",25,250,275,0.2147
"Kyrgyzstan","Bélgica","Mujeres","14 a 17",0,5,5,0.3512
"Macedonia","Bélgica","Mujeres","14 a 17",5,70,75,0.0223
"Montenegro","Bélgica","Mujeres","14 a 17",0,5,5,0.051
"Pakistán","Bélgica","Mujeres","14 a 17",0,5,5,0.4829
"Rep. Dem. Congo","Bélgica","Mujeres","14 a 17",70,145,215,0.558
"República Checa","Bélgica","Mujeres","14 a 17",0,5,5,0
"Ruanda","Bélgica","Mujeres","14 a 17",35,55,90,0.7719
"Rumanía","Bélgica","Mujeres","14 a 17",0,25,25,0.0534
"Rusia","Bélgica","Mujeres","14 a 17",60,205,265,0.5113
"Serbia","Bélgica","Mujeres","14 a 17",30,190,220,0.1063
"Siria","Bélgica","Mujeres","14 a 17",75,25,100,0.9721
"Somalia","Bélgica","Mujeres","14 a 17",10,15,25,0.9141
"Sri Lanka","Bélgica","Mujeres","14 a 17",10,20,30,0.6981
"Turquía","Bélgica","Mujeres","14 a 17",5,15,20,0.486
"Ucrania","Bélgica","Mujeres","14 a 17",0,5,5,0.2868
"Apátrida","Bulgaria","Mujeres","14 a 17",30,0,30,0.9444
"Armenia","Bulgaria","Mujeres","14 a 17",0,5,5,0.3583
"Iraq","Bulgaria","Mujeres","14 a 17",15,10,25,0.9209
"Mali","Bulgaria","Mujeres","14 a 17",0,5,5,0.7589
"Siria","Bulgaria","Mujeres","14 a 17",205,0,205,0.981
"Iraq","Chipre","Mujeres","14 a 17",10,10,20,0.7693
"Palestina","Chipre","Mujeres","14 a 17",25,10,35,0.7989
"Siria","Chipre","Mujeres","14 a 17",20,0,20,0.9366
"Somalia","Chipre","Mujeres","14 a 17",5,0,5,0.8186
"Afganistán","Dinamarca","Mujeres","14 a 17",50,40,90,0.7804
"Apátrida","Dinamarca","Mujeres","14 a 17",20,0,20,0.8918
"Armenia","Dinamarca","Mujeres","14 a 17",0,5,5,0.2131
"Eritrea","Dinamarca","Mujeres","14 a 17",5,0,5,0.929
"Irán","Dinamarca","Mujeres","14 a 17",15,5,20,0.7972
"Iraq","Dinamarca","Mujeres","14 a 17",5,5,10,0.8496
"Kosovo","Dinamarca","Mujeres","14 a 17",0,20,20,0.1642
"Rusia","Dinamarca","Mujeres","14 a 17",10,20,30,0.4292
"Serbia","Dinamarca","Mujeres","14 a 17",0,60,60,0.0787
"Siria","Dinamarca","Mujeres","14 a 17",75,10,85,0.9616
"Somalia","Dinamarca","Mujeres","14 a 17",30,5,35,0.8843
"Sri Lanka","Dinamarca","Mujeres","14 a 17",0,5,5,0.6243
"Bosnia y Herzegovina","Eslovenia","Mujeres","14 a 17",0,5,5,0.0262
"Armenia","España","Mujeres","14 a 17",0,5,5,0.1889
"Colombia","España","Mujeres","14 a 17",10,100,110,0.3271
"Cuba","España","Mujeres","14 a 17",20,0,20,0.8254
"Iraq","España","Mujeres","14 a 17",0,5,5,0.8292
"Malawi","España","Mujeres","14 a 17",0,5,5,0.3586
"Palestina","España","Mujeres","14 a 17",10,0,10,0.8526
"Rep. Dem. Congo","España","Mujeres","14 a 17",5,0,5,0.4382
"Rusia","España","Mujeres","14 a 17",0,5,5,0.3926
"Siria","España","Mujeres","14 a 17",35,0,35,0.9556
"Somalia","España","Mujeres","14 a 17",25,10,35,0.868
"Sudán","España","Mujeres","14 a 17",5,0,5,0.7502
"Afganistán","Finlandia","Mujeres","14 a 17",15,5,20,0.8554
"Bulgaria","Finlandia","Mujeres","14 a 17",0,35,35,0
"Etiopía","Finlandia","Mujeres","14 a 17",5,0,5,0.7641
"Irán","Finlandia","Mujeres","14 a 17",5,5,10,0.8675
"Iraq","Finlandia","Mujeres","14 a 17",20,0,20,0.9039
"Kosovo","Finlandia","Mujeres","14 a 17",0,15,15,0.2465
"Rumanía","Finlandia","Mujeres","14 a 17",0,5,5,0.0633
"Rusia","Finlandia","Mujeres","14 a 17",5,10,15,0.556
"Serbia","Finlandia","Mujeres","14 a 17",0,5,5,0.1246
"Siria","Finlandia","Mujeres","14 a 17",10,0,10,0.9766
"Somalia","Finlandia","Mujeres","14 a 17",180,15,195,0.9272
"Turquía","Finlandia","Mujeres","14 a 17",5,0,5,0.5309
"Ucrania","Finlandia","Mujeres","14 a 17",0,10,10,0.3249
"Afganistán","Francia","Mujeres","14 a 17",25,15,40,0.7945
"Albania","Francia","Mujeres","14 a 17",25,205,230,0.2526
"Algeria","Francia","Mujeres","14 a 17",10,20,30,0.1564
"Angola","Francia","Mujeres","14 a 17",25,50,75,0.4055
"Armenia","Francia","Mujeres","14 a 17",15,205,220,0.2277
"Azerbaijan","Francia","Mujeres","14 a 17",15,50,65,0.438
"Bangladesh","Francia","Mujeres","14 a 17",0,15,15,0.2645
"Bosnia y Herzegovina","Francia","Mujeres","14 a 17",5,40,45,0.102
"Burundi","Francia","Mujeres","14 a 17",5,0,5,0.6611
"Camerún","Francia","Mujeres","14 a 17",5,0,5,0.5176
"Chad","Francia","Mujeres","14 a 17",5,5,10,0.575
"China (incluye Hong Kong)","Francia","Mujeres","14 a 17",35,25,60,0.5365
"Colombia","Francia","Mujeres","14 a 17",0,5,5,0.381
"Comoras","Francia","Mujeres","14 a 17",25,10,35,0.404
"Congo","Francia","Mujeres","14 a 17",25,5,30,0.5078
"Costa de Marfil","Francia","Mujeres","14 a 17",25,5,30,0.5355
"Djibouti","Francia","Mujeres","14 a 17",5,0,5,0.6786
"Egipto","Francia","Mujeres","14 a 17",5,5,10,0.5173
"Eritrea","Francia","Mujeres","14 a 17",10,5,15,0.9344
"Etiopía","Francia","Mujeres","14 a 17",10,0,10,0.6791
"Georgia","Francia","Mujeres","14 a 17",15,125,140,0.1116
"Guinea","Francia","Mujeres","14 a 17",40,20,60,0.6125
"Haití","Francia","Mujeres","14 a 17",30,10,40,0.3278
"Irán","Francia","Mujeres","14 a 17",10,10,20,0.8106
"Iraq","Francia","Mujeres","14 a 17",40,0,40,0.8601
"Kazakhstan","Francia","Mujeres","14 a 17",0,10,10,0.2717
"Kosovo","Francia","Mujeres","14 a 17",25,290,315,0.1762
"Kyrgyzstan","Francia","Mujeres","14 a 17",5,5,10,0.2975
"Macedonia","Francia","Mujeres","14 a 17",5,35,40,0.0175
"Madagascar","Francia","Mujeres","14 a 17",0,5,5,0.2868
"Mali","Francia","Mujeres","14 a 17",20,10,30,0.6243
"Marruecos","Francia","Mujeres","14 a 17",5,0,5,0.2062
"Mauritania","Francia","Mujeres","14 a 17",35,0,35,0.4629
"Moldavia","Francia","Mujeres","14 a 17",0,5,5,0.1006
"Mongolia","Francia","Mujeres","14 a 17",5,15,20,0.1115
"Montenegro","Francia","Mujeres","14 a 17",0,25,25,0.0404
"Nigeria","Francia","Mujeres","14 a 17",0,10,10,0.3036
"Pakistán","Francia","Mujeres","14 a 17",5,10,15,0.4221
"Palestina","Francia","Mujeres","14 a 17",5,0,5,0.8799
"Perú","Francia","Mujeres","14 a 17",0,5,5,0.3416
"Rep. Dem. Congo","Francia","Mujeres","14 a 17",175,195,370,0.4968
"República Centroafricana","Francia","Mujeres","14 a 17",10,0,10,0.8773
"Ruanda","Francia","Mujeres","14 a 17",35,0,35,0.7258
"Rusia","Francia","Mujeres","14 a 17",125,305,430,0.4501
"Senegal","Francia","Mujeres","14 a 17",0,5,5,0.4325
"Serbia","Francia","Mujeres","14 a 17",20,60,80,0.0851
"Siria","Francia","Mujeres","14 a 17",70,5,75,0.9646
"Somalia","Francia","Mujeres","14 a 17",15,0,15,0.8927
"Sri Lanka","Francia","Mujeres","14 a 17",75,15,90,0.6439
"Sudán","Francia","Mujeres","14 a 17",15,5,20,0.7918
"Turquía","Francia","Mujeres","14 a 17",5,50,55,0.4251
"Ucrania","Francia","Mujeres","14 a 17",0,10,10,0.2392
"Afganistán","Grecia","Mujeres","14 a 17",0,40,40,0.2662
"Albania","Grecia","Mujeres","14 a 17",0,30,30,0.0307
"China (incluye Hong Kong)","Grecia","Mujeres","14 a 17",0,10,10,0.0979
"Etiopía","Grecia","Mujeres","14 a 17",0,5,5,0.1656
"Georgia","Grecia","Mujeres","14 a 17",0,10,10,0.0116
"Iraq","Grecia","Mujeres","14 a 17",0,5,5,0.3657
"Nigeria","Grecia","Mujeres","14 a 17",0,10,10,0.0393
"Siria","Grecia","Mujeres","14 a 17",10,15,25,0.7187
"Somalia","Grecia","Mujeres","14 a 17",0,5,5,0.4384
"Uzbekistán","Grecia","Mujeres","14 a 17",0,25,25,0.065
"Afganistán","Holanda","Mujeres","14 a 17",185,115,300,0.8344
"Angola","Holanda","Mujeres","14 a 17",0,10,10,0.4706
"Apátrida","Holanda","Mujeres","14 a 17",40,5,45,0.9212
"Armenia","Holanda","Mujeres","14 a 17",5,40,45,0.2775
"Azerbaijan","Holanda","Mujeres","14 a 17",5,5,10,0.5039
"Bosnia y Herzegovina","Holanda","Mujeres","14 a 17",0,5,5,0.129
"Burundi","Holanda","Mujeres","14 a 17",5,0,5,0.7177
"China (incluye Hong Kong)","Holanda","Mujeres","14 a 17",20,35,55,0.6013
"Congo","Holanda","Mujeres","14 a 17",30,10,40,0.5734
"Corea del Norte","Holanda","Mujeres","14 a 17",0,5,5,0.7639
"Costa de Marfil","Holanda","Mujeres","14 a 17",5,0,5,0.6003
"Desconocido","Holanda","Mujeres","14 a 17",30,25,55,0.698
"Egipto","Holanda","Mujeres","14 a 17",5,5,10,0.5827
"Eritrea","Holanda","Mujeres","14 a 17",135,10,145,0.9489
"Etiopía","Holanda","Mujeres","14 a 17",20,5,25,0.7339
"Georgia","Holanda","Mujeres","14 a 17",0,20,20,0.1407
"Guinea","Holanda","Mujeres","14 a 17",35,50,85,0.6731
"Irán","Holanda","Mujeres","14 a 17",60,45,105,0.8479
"Iraq","Holanda","Mujeres","14 a 17",245,50,295,0.889
"Macedonia","Holanda","Mujeres","14 a 17",0,25,25,0.0227
"Mongolia","Holanda","Mujeres","14 a 17",0,15,15,0.1406
"Myanmar/Burma","Holanda","Mujeres","14 a 17",20,0,20,0.8881
"Nepal","Holanda","Mujeres","14 a 17",5,0,5,0.4029
"Nigeria","Holanda","Mujeres","14 a 17",5,10,15,0.3623
"Pakistán","Holanda","Mujeres","14 a 17",5,5,10,0.4876
"Rep. Dem. Congo","Holanda","Mujeres","14 a 17",30,0,30,0.5626
